image,label
data_given\Dog\2456.jpg,1
data_given\Cat\3258.jpg,0
data_given\Cat\4372.jpg,0
data_given\Dog\12437.jpg,1
data_given\Cat\7880.jpg,0
data_given\Dog\7244.jpg,1
data_given\Dog\12014.jpg,1
data_given\Cat\511.jpg,0
data_given\Dog\8189.jpg,1
data_given\Dog\2746.jpg,1
data_given\Dog\591.jpg,1
data_given\Cat\11228.jpg,0
data_given\Dog\8071.jpg,1
data_given\Dog\5227.jpg,1
data_given\Cat\2532.jpg,0
data_given\Dog\11825.jpg,1
data_given\Cat\7949.jpg,0
data_given\Dog\5081.jpg,1
data_given\Dog\6039.jpg,1
data_given\Dog\8846.jpg,1
data_given\Dog\2957.jpg,1
data_given\Dog\11162.jpg,1
data_given\Cat\655.jpg,0
data_given\Dog\3076.jpg,1
data_given\Dog\3560.jpg,1
data_given\Cat\11639.jpg,0
data_given\Dog\7452.jpg,1
data_given\Dog\7898.jpg,1
data_given\Cat\10564.jpg,0
data_given\Cat\9933.jpg,0
data_given\Cat\7933.jpg,0
data_given\Dog\11155.jpg,1
data_given\Dog\8329.jpg,1
data_given\Dog\11303.jpg,1
data_given\Dog\6100.jpg,1
data_given\Cat\10.jpg,0
data_given\Cat\689.jpg,0
data_given\Cat\11622.jpg,0
data_given\Cat\816.jpg,0
data_given\Cat\10101.jpg,0
data_given\Cat\7692.jpg,0
data_given\Dog\7456.jpg,1
data_given\Cat\3770.jpg,0
data_given\Dog\6229.jpg,1
data_given\Cat\10746.jpg,0
data_given\Dog\6201.jpg,1
data_given\Cat\8006.jpg,0
data_given\Cat\10131.jpg,0
data_given\Dog\7407.jpg,1
data_given\Cat\7230.jpg,0
data_given\Dog\805.jpg,1
data_given\Dog\507.jpg,1
data_given\Cat\6393.jpg,0
data_given\Cat\7551.jpg,0
data_given\Dog\11151.jpg,1
data_given\Dog\11011.jpg,1
data_given\Cat\11186.jpg,0
data_given\Cat\635.jpg,0
data_given\Cat\8569.jpg,0
data_given\Dog\10952.jpg,1
data_given\Cat\8385.jpg,0
data_given\Cat\9231.jpg,0
data_given\Dog\7261.jpg,1
data_given\Cat\7469.jpg,0
data_given\Cat\9940.jpg,0
data_given\Dog\9461.jpg,1
data_given\Dog\7038.jpg,1
data_given\Dog\63.jpg,1
data_given\Cat\10145.jpg,0
data_given\Cat\5732.jpg,0
data_given\Dog\4014.jpg,1
data_given\Cat\1875.jpg,0
data_given\Cat\843.jpg,0
data_given\Cat\2882.jpg,0
data_given\Cat\5634.jpg,0
data_given\Dog\11315.jpg,1
data_given\Cat\494.jpg,0
data_given\Dog\3001.jpg,1
data_given\Cat\4431.jpg,0
data_given\Dog\1882.jpg,1
data_given\Dog\6016.jpg,1
data_given\Cat\10772.jpg,0
data_given\Dog\11817.jpg,1
data_given\Cat\11891.jpg,0
data_given\Cat\4557.jpg,0
data_given\Dog\11012.jpg,1
data_given\Cat\11962.jpg,0
data_given\Cat\6925.jpg,0
data_given\Dog\6340.jpg,1
data_given\Dog\7234.jpg,1
data_given\Cat\1002.jpg,0
data_given\Cat\8732.jpg,0
data_given\Cat\10657.jpg,0
data_given\Dog\8964.jpg,1
data_given\Dog\9864.jpg,1
data_given\Dog\839.jpg,1
data_given\Dog\2595.jpg,1
data_given\Cat\558.jpg,0
data_given\Cat\1934.jpg,0
data_given\Cat\8711.jpg,0
data_given\Dog\12339.jpg,1
data_given\Cat\11365.jpg,0
data_given\Dog\8427.jpg,1
data_given\Dog\364.jpg,1
data_given\Dog\11437.jpg,1
data_given\Cat\11976.jpg,0
data_given\Cat\5354.jpg,0
data_given\Dog\1705.jpg,1
data_given\Dog\5152.jpg,1
data_given\Dog\6386.jpg,1
data_given\Cat\11702.jpg,0
data_given\Dog\697.jpg,1
data_given\Cat\353.jpg,0
data_given\Cat\9469.jpg,0
data_given\Cat\12285.jpg,0
data_given\Dog\4793.jpg,1
data_given\Dog\11834.jpg,1
data_given\Dog\6361.jpg,1
data_given\Cat\1052.jpg,0
data_given\Dog\2831.jpg,1
data_given\Dog\4907.jpg,1
data_given\Dog\5890.jpg,1
data_given\Cat\2010.jpg,0
data_given\Cat\4617.jpg,0
data_given\Cat\12131.jpg,0
data_given\Dog\3378.jpg,1
data_given\Cat\818.jpg,0
data_given\Cat\10595.jpg,0
data_given\Cat\4944.jpg,0
data_given\Cat\4912.jpg,0
data_given\Cat\1275.jpg,0
data_given\Dog\5159.jpg,1
data_given\Cat\2403.jpg,0
data_given\Dog\3882.jpg,1
data_given\Cat\2143.jpg,0
data_given\Dog\6478.jpg,1
data_given\Dog\1542.jpg,1
data_given\Cat\1998.jpg,0
data_given\Dog\9660.jpg,1
data_given\Cat\884.jpg,0
data_given\Dog\2900.jpg,1
data_given\Cat\12244.jpg,0
data_given\Dog\11353.jpg,1
data_given\Dog\9806.jpg,1
data_given\Cat\11529.jpg,0
data_given\Cat\10469.jpg,0
data_given\Cat\11375.jpg,0
data_given\Dog\7119.jpg,1
data_given\Dog\12350.jpg,1
data_given\Cat\3076.jpg,0
data_given\Cat\9163.jpg,0
data_given\Cat\2086.jpg,0
data_given\Cat\3015.jpg,0
data_given\Cat\1167.jpg,0
data_given\Dog\7929.jpg,1
data_given\Cat\9651.jpg,0
data_given\Cat\7229.jpg,0
data_given\Dog\4875.jpg,1
data_given\Dog\10834.jpg,1
data_given\Cat\9729.jpg,0
data_given\Cat\3745.jpg,0
data_given\Dog\12359.jpg,1
data_given\Dog\1512.jpg,1
data_given\Dog\11604.jpg,1
data_given\Cat\8070.jpg,0
data_given\Dog\10070.jpg,1
data_given\Cat\1646.jpg,0
data_given\Dog\12207.jpg,1
data_given\Cat\7736.jpg,0
data_given\Dog\10768.jpg,1
data_given\Cat\3840.jpg,0
data_given\Cat\8539.jpg,0
data_given\Cat\12149.jpg,0
data_given\Dog\609.jpg,1
data_given\Cat\641.jpg,0
data_given\Cat\4686.jpg,0
data_given\Dog\2663.jpg,1
data_given\Dog\11116.jpg,1
data_given\Dog\10005.jpg,1
data_given\Cat\9425.jpg,0
data_given\Cat\3103.jpg,0
data_given\Cat\2884.jpg,0
data_given\Dog\8447.jpg,1
data_given\Dog\9331.jpg,1
data_given\Cat\1946.jpg,0
data_given\Cat\5835.jpg,0
data_given\Cat\10427.jpg,0
data_given\Cat\11565.jpg,0
data_given\Cat\8628.jpg,0
data_given\Dog\8887.jpg,1
data_given\Cat\3581.jpg,0
data_given\Cat\1871.jpg,0
data_given\Cat\2750.jpg,0
data_given\Dog\7863.jpg,1
data_given\Cat\9645.jpg,0
data_given\Dog\6738.jpg,1
data_given\Cat\10224.jpg,0
data_given\Cat\11644.jpg,0
data_given\Cat\1130.jpg,0
data_given\Dog\9425.jpg,1
data_given\Dog\1426.jpg,1
data_given\Cat\1574.jpg,0
data_given\Cat\7855.jpg,0
data_given\Dog\4303.jpg,1
data_given\Cat\10310.jpg,0
data_given\Dog\8382.jpg,1
data_given\Cat\7920.jpg,0
data_given\Cat\10784.jpg,0
data_given\Dog\8394.jpg,1
data_given\Cat\11266.jpg,0
data_given\Cat\9315.jpg,0
data_given\Dog\8252.jpg,1
data_given\Cat\7065.jpg,0
data_given\Dog\6305.jpg,1
data_given\Cat\6721.jpg,0
data_given\Cat\5623.jpg,0
data_given\Dog\7053.jpg,1
data_given\Cat\5905.jpg,0
data_given\Cat\1935.jpg,0
data_given\Cat\1289.jpg,0
data_given\Cat\3953.jpg,0
data_given\Dog\8310.jpg,1
data_given\Dog\7629.jpg,1
data_given\Cat\8577.jpg,0
data_given\Cat\2440.jpg,0
data_given\Dog\2085.jpg,1
data_given\Dog\11442.jpg,1
data_given\Cat\4972.jpg,0
data_given\Dog\2755.jpg,1
data_given\Cat\8229.jpg,0
data_given\Cat\5563.jpg,0
data_given\Cat\3741.jpg,0
data_given\Cat\6596.jpg,0
data_given\Dog\6178.jpg,1
data_given\Dog\12395.jpg,1
data_given\Cat\9774.jpg,0
data_given\Cat\5810.jpg,0
data_given\Cat\3090.jpg,0
data_given\Dog\511.jpg,1
data_given\Cat\9312.jpg,0
data_given\Dog\7981.jpg,1
data_given\Dog\3303.jpg,1
data_given\Cat\8336.jpg,0
data_given\Dog\12160.jpg,1
data_given\Dog\6365.jpg,1
data_given\Dog\2120.jpg,1
data_given\Cat\11260.jpg,0
data_given\Cat\9652.jpg,0
data_given\Dog\10594.jpg,1
data_given\Cat\10480.jpg,0
data_given\Dog\11866.jpg,1
data_given\Dog\5788.jpg,1
data_given\Dog\10140.jpg,1
data_given\Dog\4976.jpg,1
data_given\Cat\5730.jpg,0
data_given\Cat\5387.jpg,0
data_given\Cat\9200.jpg,0
data_given\Dog\4713.jpg,1
data_given\Dog\9720.jpg,1
data_given\Dog\1389.jpg,1
data_given\Dog\1661.jpg,1
data_given\Cat\2098.jpg,0
data_given\Dog\9043.jpg,1
data_given\Cat\8824.jpg,0
data_given\Cat\7591.jpg,0
data_given\Cat\7138.jpg,0
data_given\Cat\3201.jpg,0
data_given\Dog\913.jpg,1
data_given\Dog\3038.jpg,1
data_given\Dog\3158.jpg,1
data_given\Dog\4054.jpg,1
data_given\Dog\1917.jpg,1
data_given\Dog\12493.jpg,1
data_given\Cat\5613.jpg,0
data_given\Cat\7025.jpg,0
data_given\Cat\2552.jpg,0
data_given\Cat\7031.jpg,0
data_given\Cat\10237.jpg,0
data_given\Cat\5753.jpg,0
data_given\Cat\9444.jpg,0
data_given\Cat\2835.jpg,0
data_given\Dog\7021.jpg,1
data_given\Cat\3515.jpg,0
data_given\Dog\9927.jpg,1
data_given\Cat\3975.jpg,0
data_given\Dog\3146.jpg,1
data_given\Dog\11033.jpg,1
data_given\Cat\3525.jpg,0
data_given\Cat\11725.jpg,0
data_given\Dog\10097.jpg,1
data_given\Dog\1892.jpg,1
data_given\Dog\4839.jpg,1
data_given\Cat\6860.jpg,0
data_given\Dog\3123.jpg,1
data_given\Cat\66.jpg,0
data_given\Cat\5619.jpg,0
data_given\Cat\10332.jpg,0
data_given\Cat\11353.jpg,0
data_given\Dog\8643.jpg,1
data_given\Cat\10251.jpg,0
data_given\Dog\9436.jpg,1
data_given\Dog\8765.jpg,1
data_given\Dog\2397.jpg,1
data_given\Cat\10167.jpg,0
data_given\Dog\10617.jpg,1
data_given\Cat\11917.jpg,0
data_given\Dog\2687.jpg,1
data_given\Dog\3133.jpg,1
data_given\Dog\1934.jpg,1
data_given\Cat\1528.jpg,0
data_given\Cat\145.jpg,0
data_given\Dog\6871.jpg,1
data_given\Cat\1201.jpg,0
data_given\Dog\9469.jpg,1
data_given\Dog\5596.jpg,1
data_given\Dog\1443.jpg,1
data_given\Dog\5643.jpg,1
data_given\Dog\7107.jpg,1
data_given\Cat\4187.jpg,0
data_given\Cat\2541.jpg,0
data_given\Dog\11438.jpg,1
data_given\Dog\2770.jpg,1
data_given\Dog\6657.jpg,1
data_given\Dog\6659.jpg,1
data_given\Cat\5043.jpg,0
data_given\Cat\12135.jpg,0
data_given\Cat\5785.jpg,0
data_given\Dog\501.jpg,1
data_given\Dog\4100.jpg,1
data_given\Dog\1266.jpg,1
data_given\Cat\1384.jpg,0
data_given\Cat\9859.jpg,0
data_given\Cat\716.jpg,0
data_given\Cat\11598.jpg,0
data_given\Cat\7600.jpg,0
data_given\Cat\9347.jpg,0
data_given\Cat\3125.jpg,0
data_given\Dog\10708.jpg,1
data_given\Cat\9948.jpg,0
data_given\Cat\8436.jpg,0
data_given\Dog\9987.jpg,1
data_given\Cat\3595.jpg,0
data_given\Dog\11064.jpg,1
data_given\Cat\12101.jpg,0
data_given\Cat\6371.jpg,0
data_given\Dog\6158.jpg,1
data_given\Cat\11581.jpg,0
data_given\Dog\7049.jpg,1
data_given\Cat\2029.jpg,0
data_given\Dog\1097.jpg,1
data_given\Dog\10864.jpg,1
data_given\Dog\9896.jpg,1
data_given\Dog\11266.jpg,1
data_given\Dog\10021.jpg,1
data_given\Dog\631.jpg,1
data_given\Cat\8985.jpg,0
data_given\Cat\7939.jpg,0
data_given\Cat\6918.jpg,0
data_given\Cat\8491.jpg,0
data_given\Cat\12320.jpg,0
data_given\Cat\9880.jpg,0
data_given\Cat\53.jpg,0
data_given\Dog\1813.jpg,1
data_given\Cat\8575.jpg,0
data_given\Cat\6220.jpg,0
data_given\Cat\2669.jpg,0
data_given\Cat\4388.jpg,0
data_given\Cat\3927.jpg,0
data_given\Cat\3276.jpg,0
data_given\Cat\2772.jpg,0
data_given\Cat\6987.jpg,0
data_given\Dog\5825.jpg,1
data_given\Cat\5061.jpg,0
data_given\Dog\7340.jpg,1
data_given\Dog\3895.jpg,1
data_given\Cat\7878.jpg,0
data_given\Dog\4486.jpg,1
data_given\Cat\2747.jpg,0
data_given\Dog\5789.jpg,1
data_given\Dog\8043.jpg,1
data_given\Dog\4471.jpg,1
data_given\Dog\679.jpg,1
data_given\Cat\11020.jpg,0
data_given\Cat\11584.jpg,0
data_given\Dog\11877.jpg,1
data_given\Cat\6203.jpg,0
data_given\Dog\9776.jpg,1
data_given\Cat\2231.jpg,0
data_given\Dog\6950.jpg,1
data_given\Cat\2325.jpg,0
data_given\Cat\8298.jpg,0
data_given\Dog\7091.jpg,1
data_given\Dog\401.jpg,1
data_given\Cat\11698.jpg,0
data_given\Dog\6181.jpg,1
data_given\Dog\2534.jpg,1
data_given\Dog\10728.jpg,1
data_given\Dog\1020.jpg,1
data_given\Cat\5825.jpg,0
data_given\Cat\6032.jpg,0
data_given\Dog\368.jpg,1
data_given\Cat\164.jpg,0
data_given\Dog\8662.jpg,1
data_given\Cat\3497.jpg,0
data_given\Cat\5134.jpg,0
data_given\Dog\6073.jpg,1
data_given\Cat\11191.jpg,0
data_given\Cat\7849.jpg,0
data_given\Dog\7138.jpg,1
data_given\Dog\6048.jpg,1
data_given\Dog\5577.jpg,1
data_given\Cat\468.jpg,0
data_given\Dog\10974.jpg,1
data_given\Dog\3763.jpg,1
data_given\Dog\7726.jpg,1
data_given\Dog\5893.jpg,1
data_given\Cat\10614.jpg,0
data_given\Cat\8517.jpg,0
data_given\Cat\10089.jpg,0
data_given\Cat\1038.jpg,0
data_given\Cat\11643.jpg,0
data_given\Cat\7902.jpg,0
data_given\Dog\5405.jpg,1
data_given\Cat\8055.jpg,0
data_given\Cat\9372.jpg,0
data_given\Cat\8471.jpg,0
data_given\Cat\11899.jpg,0
data_given\Cat\12031.jpg,0
data_given\Cat\5266.jpg,0
data_given\Cat\7402.jpg,0
data_given\Dog\6942.jpg,1
data_given\Cat\11289.jpg,0
data_given\Dog\235.jpg,1
data_given\Dog\12487.jpg,1
data_given\Cat\2191.jpg,0
data_given\Cat\4092.jpg,0
data_given\Cat\8258.jpg,0
data_given\Dog\6646.jpg,1
data_given\Dog\640.jpg,1
data_given\Dog\9111.jpg,1
data_given\Dog\2718.jpg,1
data_given\Dog\10796.jpg,1
data_given\Dog\10015.jpg,1
data_given\Cat\3829.jpg,0
data_given\Cat\8299.jpg,0
data_given\Cat\7253.jpg,0
data_given\Dog\2147.jpg,1
data_given\Dog\4338.jpg,1
data_given\Cat\10971.jpg,0
data_given\Cat\1722.jpg,0
data_given\Dog\5580.jpg,1
data_given\Cat\10344.jpg,0
data_given\Dog\6483.jpg,1
data_given\Dog\8069.jpg,1
data_given\Dog\3118.jpg,1
data_given\Dog\1144.jpg,1
data_given\Dog\5377.jpg,1
data_given\Dog\3908.jpg,1
data_given\Dog\11415.jpg,1
data_given\Cat\3229.jpg,0
data_given\Dog\4859.jpg,1
data_given\Cat\3761.jpg,0
data_given\Cat\3407.jpg,0
data_given\Dog\11565.jpg,1
data_given\Dog\7910.jpg,1
data_given\Dog\8473.jpg,1
data_given\Cat\3626.jpg,0
data_given\Dog\9953.jpg,1
data_given\Dog\11074.jpg,1
data_given\Cat\618.jpg,0
data_given\Dog\920.jpg,1
data_given\Dog\1887.jpg,1
data_given\Dog\9253.jpg,1
data_given\Cat\54.jpg,0
data_given\Cat\6820.jpg,0
data_given\Dog\4177.jpg,1
data_given\Dog\10568.jpg,1
data_given\Cat\3812.jpg,0
data_given\Dog\3827.jpg,1
data_given\Cat\1397.jpg,0
data_given\Dog\1849.jpg,1
data_given\Cat\7522.jpg,0
data_given\Dog\11612.jpg,1
data_given\Dog\10848.jpg,1
data_given\Cat\7981.jpg,0
data_given\Dog\11629.jpg,1
data_given\Dog\9397.jpg,1
data_given\Dog\2124.jpg,1
data_given\Cat\1094.jpg,0
data_given\Cat\6361.jpg,0
data_given\Cat\2161.jpg,0
data_given\Cat\8233.jpg,0
data_given\Dog\8937.jpg,1
data_given\Cat\6815.jpg,0
data_given\Dog\4103.jpg,1
data_given\Cat\7153.jpg,0
data_given\Cat\10393.jpg,0
data_given\Dog\10096.jpg,1
data_given\Dog\7066.jpg,1
data_given\Cat\12284.jpg,0
data_given\Cat\1476.jpg,0
data_given\Dog\1769.jpg,1
data_given\Cat\3138.jpg,0
data_given\Dog\244.jpg,1
data_given\Cat\12481.jpg,0
data_given\Cat\10637.jpg,0
data_given\Dog\948.jpg,1
data_given\Cat\1230.jpg,0
data_given\Dog\9160.jpg,1
data_given\Dog\4529.jpg,1
data_given\Cat\4108.jpg,0
data_given\Cat\6504.jpg,0
data_given\Dog\3326.jpg,1
data_given\Cat\5113.jpg,0
data_given\Dog\4236.jpg,1
data_given\Cat\6187.jpg,0
data_given\Dog\3486.jpg,1
data_given\Dog\3339.jpg,1
data_given\Cat\12167.jpg,0
data_given\Cat\5271.jpg,0
data_given\Cat\6586.jpg,0
data_given\Cat\26.jpg,0
data_given\Dog\6032.jpg,1
data_given\Cat\10932.jpg,0
data_given\Cat\7701.jpg,0
data_given\Cat\2634.jpg,0
data_given\Dog\9779.jpg,1
data_given\Dog\2146.jpg,1
data_given\Cat\7915.jpg,0
data_given\Dog\2594.jpg,1
data_given\Cat\9054.jpg,0
data_given\Dog\2923.jpg,1
data_given\Cat\4865.jpg,0
data_given\Dog\8924.jpg,1
data_given\Dog\7657.jpg,1
data_given\Dog\7235.jpg,1
data_given\Dog\3064.jpg,1
data_given\Dog\1124.jpg,1
data_given\Cat\7581.jpg,0
data_given\Cat\2587.jpg,0
data_given\Cat\1689.jpg,0
data_given\Cat\10678.jpg,0
data_given\Dog\6333.jpg,1
data_given\Dog\6009.jpg,1
data_given\Cat\2028.jpg,0
data_given\Cat\10090.jpg,0
data_given\Cat\8892.jpg,0
data_given\Cat\2821.jpg,0
data_given\Cat\6409.jpg,0
data_given\Dog\11628.jpg,1
data_given\Cat\582.jpg,0
data_given\Dog\11712.jpg,1
data_given\Dog\531.jpg,1
data_given\Cat\11.jpg,0
data_given\Cat\11036.jpg,0
data_given\Cat\7882.jpg,0
data_given\Cat\5402.jpg,0
data_given\Cat\4.jpg,0
data_given\Cat\12082.jpg,0
data_given\Dog\5120.jpg,1
data_given\Dog\5206.jpg,1
data_given\Dog\742.jpg,1
data_given\Dog\2846.jpg,1
data_given\Dog\766.jpg,1
data_given\Dog\858.jpg,1
data_given\Dog\90.jpg,1
data_given\Cat\4999.jpg,0
data_given\Cat\10862.jpg,0
data_given\Cat\426.jpg,0
data_given\Cat\9703.jpg,0
data_given\Cat\7392.jpg,0
data_given\Cat\9383.jpg,0
data_given\Cat\8961.jpg,0
data_given\Dog\147.jpg,1
data_given\Dog\3957.jpg,1
data_given\Cat\8772.jpg,0
data_given\Cat\1381.jpg,0
data_given\Cat\20.jpg,0
data_given\Cat\11910.jpg,0
data_given\Cat\10548.jpg,0
data_given\Dog\10402.jpg,1
data_given\Dog\975.jpg,1
data_given\Cat\12016.jpg,0
data_given\Dog\4931.jpg,1
data_given\Dog\6436.jpg,1
data_given\Dog\2514.jpg,1
data_given\Dog\390.jpg,1
data_given\Dog\11477.jpg,1
data_given\Cat\2285.jpg,0
data_given\Dog\2780.jpg,1
data_given\Dog\2272.jpg,1
data_given\Cat\1150.jpg,0
data_given\Dog\8931.jpg,1
data_given\Dog\2065.jpg,1
data_given\Cat\229.jpg,0
data_given\Cat\9104.jpg,0
data_given\Dog\1108.jpg,1
data_given\Dog\3369.jpg,1
data_given\Cat\3024.jpg,0
data_given\Dog\10476.jpg,1
data_given\Cat\4239.jpg,0
data_given\Dog\2012.jpg,1
data_given\Dog\3116.jpg,1
data_given\Cat\8857.jpg,0
data_given\Dog\7993.jpg,1
data_given\Dog\8504.jpg,1
data_given\Dog\4714.jpg,1
data_given\Cat\5232.jpg,0
data_given\Dog\5808.jpg,1
data_given\Dog\9530.jpg,1
data_given\Cat\4897.jpg,0
data_given\Cat\9681.jpg,0
data_given\Cat\3785.jpg,0
data_given\Dog\3900.jpg,1
data_given\Cat\1879.jpg,0
data_given\Cat\109.jpg,0
data_given\Dog\11065.jpg,1
data_given\Cat\6449.jpg,0
data_given\Cat\11870.jpg,0
data_given\Dog\6578.jpg,1
data_given\Dog\1386.jpg,1
data_given\Dog\6294.jpg,1
data_given\Cat\7723.jpg,0
data_given\Cat\2979.jpg,0
data_given\Dog\4224.jpg,1
data_given\Dog\7486.jpg,1
data_given\Dog\646.jpg,1
data_given\Dog\5281.jpg,1
data_given\Dog\5146.jpg,1
data_given\Cat\9009.jpg,0
data_given\Cat\12154.jpg,0
data_given\Dog\9297.jpg,1
data_given\Dog\4137.jpg,1
data_given\Dog\4245.jpg,1
data_given\Dog\11886.jpg,1
data_given\Dog\5610.jpg,1
data_given\Dog\6485.jpg,1
data_given\Dog\10340.jpg,1
data_given\Cat\2337.jpg,0
data_given\Dog\7759.jpg,1
data_given\Cat\5353.jpg,0
data_given\Dog\3664.jpg,1
data_given\Cat\7324.jpg,0
data_given\Dog\4337.jpg,1
data_given\Cat\8666.jpg,0
data_given\Dog\11549.jpg,1
data_given\Dog\8004.jpg,1
data_given\Cat\5461.jpg,0
data_given\Dog\10580.jpg,1
data_given\Dog\10358.jpg,1
data_given\Cat\2740.jpg,0
data_given\Cat\12022.jpg,0
data_given\Cat\4276.jpg,0
data_given\Dog\10362.jpg,1
data_given\Dog\7933.jpg,1
data_given\Cat\613.jpg,0
data_given\Dog\356.jpg,1
data_given\Dog\1453.jpg,1
data_given\Dog\9067.jpg,1
data_given\Dog\7986.jpg,1
data_given\Dog\5592.jpg,1
data_given\Cat\5870.jpg,0
data_given\Dog\1505.jpg,1
data_given\Cat\7845.jpg,0
data_given\Cat\222.jpg,0
data_given\Cat\3415.jpg,0
data_given\Cat\7883.jpg,0
data_given\Cat\10441.jpg,0
data_given\Cat\860.jpg,0
data_given\Dog\3650.jpg,1
data_given\Dog\1344.jpg,1
data_given\Dog\2962.jpg,1
data_given\Dog\3722.jpg,1
data_given\Dog\427.jpg,1
data_given\Cat\11329.jpg,0
data_given\Dog\4977.jpg,1
data_given\Cat\6892.jpg,0
data_given\Dog\2665.jpg,1
data_given\Dog\7870.jpg,1
data_given\Dog\2686.jpg,1
data_given\Dog\6675.jpg,1
data_given\Cat\3980.jpg,0
data_given\Cat\8428.jpg,0
data_given\Cat\4129.jpg,0
data_given\Cat\5734.jpg,0
data_given\Dog\9042.jpg,1
data_given\Cat\5392.jpg,0
data_given\Cat\1997.jpg,0
data_given\Dog\6134.jpg,1
data_given\Cat\8779.jpg,0
data_given\Dog\1047.jpg,1
data_given\Cat\7367.jpg,0
data_given\Cat\4397.jpg,0
data_given\Cat\11178.jpg,0
data_given\Dog\8719.jpg,1
data_given\Cat\12334.jpg,0
data_given\Dog\11901.jpg,1
data_given\Cat\9111.jpg,0
data_given\Cat\1088.jpg,0
data_given\Cat\4004.jpg,0
data_given\Dog\7203.jpg,1
data_given\Cat\9367.jpg,0
data_given\Dog\12365.jpg,1
data_given\Dog\1636.jpg,1
data_given\Cat\2971.jpg,0
data_given\Cat\4810.jpg,0
data_given\Cat\5578.jpg,0
data_given\Dog\8899.jpg,1
data_given\Cat\5480.jpg,0
data_given\Dog\10888.jpg,1
data_given\Cat\7983.jpg,0
data_given\Dog\8222.jpg,1
data_given\Cat\9333.jpg,0
data_given\Dog\8767.jpg,1
data_given\Dog\5135.jpg,1
data_given\Dog\6319.jpg,1
data_given\Dog\5002.jpg,1
data_given\Cat\6786.jpg,0
data_given\Cat\9349.jpg,0
data_given\Cat\10120.jpg,0
data_given\Dog\6612.jpg,1
data_given\Cat\6155.jpg,0
data_given\Dog\2244.jpg,1
data_given\Dog\9536.jpg,1
data_given\Dog\5556.jpg,1
data_given\Cat\724.jpg,0
data_given\Cat\3655.jpg,0
data_given\Cat\3105.jpg,0
data_given\Cat\3108.jpg,0
data_given\Cat\9400.jpg,0
data_given\Cat\696.jpg,0
data_given\Cat\1187.jpg,0
data_given\Cat\3774.jpg,0
data_given\Cat\6637.jpg,0
data_given\Cat\7091.jpg,0
data_given\Dog\118.jpg,1
data_given\Dog\5421.jpg,1
data_given\Cat\8263.jpg,0
data_given\Cat\6352.jpg,0
data_given\Dog\11530.jpg,1
data_given\Dog\8019.jpg,1
data_given\Cat\2748.jpg,0
data_given\Dog\10567.jpg,1
data_given\Dog\735.jpg,1
data_given\Cat\4456.jpg,0
data_given\Dog\5857.jpg,1
data_given\Dog\6169.jpg,1
data_given\Dog\7142.jpg,1
data_given\Dog\5561.jpg,1
data_given\Cat\5523.jpg,0
data_given\Cat\7260.jpg,0
data_given\Dog\5586.jpg,1
data_given\Dog\7298.jpg,1
data_given\Dog\8375.jpg,1
data_given\Cat\3338.jpg,0
data_given\Dog\12117.jpg,1
data_given\Dog\6297.jpg,1
data_given\Cat\4934.jpg,0
data_given\Cat\6277.jpg,0
data_given\Dog\2509.jpg,1
data_given\Dog\7840.jpg,1
data_given\Dog\9787.jpg,1
data_given\Cat\10138.jpg,0
data_given\Cat\2722.jpg,0
data_given\Dog\12023.jpg,1
data_given\Cat\10745.jpg,0
data_given\Dog\460.jpg,1
data_given\Cat\5890.jpg,0
data_given\Cat\1282.jpg,0
data_given\Dog\3528.jpg,1
data_given\Dog\3886.jpg,1
data_given\Dog\4890.jpg,1
data_given\Dog\8883.jpg,1
data_given\Cat\2514.jpg,0
data_given\Dog\3794.jpg,1
data_given\Dog\8906.jpg,1
data_given\Cat\6511.jpg,0
data_given\Dog\5917.jpg,1
data_given\Dog\654.jpg,1
data_given\Cat\7974.jpg,0
data_given\Dog\641.jpg,1
data_given\Cat\4376.jpg,0
data_given\Cat\3020.jpg,0
data_given\Cat\2709.jpg,0
data_given\Cat\4586.jpg,0
data_given\Cat\2187.jpg,0
data_given\Dog\1402.jpg,1
data_given\Dog\9121.jpg,1
data_given\Cat\9224.jpg,0
data_given\Dog\11042.jpg,1
data_given\Dog\8965.jpg,1
data_given\Cat\10521.jpg,0
data_given\Cat\12338.jpg,0
data_given\Dog\6747.jpg,1
data_given\Dog\4403.jpg,1
data_given\Dog\2354.jpg,1
data_given\Dog\5188.jpg,1
data_given\Dog\10626.jpg,1
data_given\Dog\11804.jpg,1
data_given\Cat\1225.jpg,0
data_given\Cat\3147.jpg,0
data_given\Cat\5866.jpg,0
data_given\Dog\1033.jpg,1
data_given\Dog\8182.jpg,1
data_given\Cat\7918.jpg,0
data_given\Cat\12317.jpg,0
data_given\Dog\7004.jpg,1
data_given\Cat\9427.jpg,0
data_given\Dog\4864.jpg,1
data_given\Cat\6433.jpg,0
data_given\Dog\7341.jpg,1
data_given\Cat\10073.jpg,0
data_given\Dog\9448.jpg,1
data_given\Dog\9673.jpg,1
data_given\Cat\3687.jpg,0
data_given\Cat\867.jpg,0
data_given\Cat\10967.jpg,0
data_given\Dog\11898.jpg,1
data_given\Dog\2481.jpg,1
data_given\Dog\10191.jpg,1
data_given\Dog\9524.jpg,1
data_given\Cat\2472.jpg,0
data_given\Dog\4949.jpg,1
data_given\Cat\5532.jpg,0
data_given\Dog\2765.jpg,1
data_given\Cat\1403.jpg,0
data_given\Cat\3659.jpg,0
